Time;Campaign;File Name;Longitude;Latitude;RSCP;Ec/Io;PCI/PSC/BSIC;Technology;Home Operator;UARFCN
2022-06-18 13:20:59.014;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13855500;-3.00903300;-101.954;-8.781;200;UMTS;Telkomsel;10638
2022-06-18 13:20:59.498;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13855500;-3.00903300;-101.572;-8.781;200;UMTS;Telkomsel;10638
2022-06-18 13:21:00.016;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13855500;-3.00903300;-101.572;-9.283;200;UMTS;Telkomsel;10638
2022-06-18 13:21:00.499;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13855500;-3.00903300;-100.781;-8.954;200;UMTS;Telkomsel;10638
2022-06-18 13:21:01.019;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13855500;-3.00903300;-100.373;-9.373;200;UMTS;Telkomsel;10638
2022-06-18 13:21:01.500;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13855500;-3.00903300;-101.182;-9.134;200;UMTS;Telkomsel;10638
2022-06-18 13:21:02.020;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13855500;-3.00903300;-101.182;-9.572;200;UMTS;Telkomsel;10638
2022-06-18 13:21:02.309;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13855500;-3.00903300;-100.64;-9.64;200;UMTS;Telkomsel;10638
2022-06-18 15:21:22.242;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11617700;-2.93742600;-94;-13;162;UMTS;Telkomsel;10638
2022-06-18 15:21:22.691;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11612700;-2.93742800;-95.643;-15.64;162;UMTS;Telkomsel;10638
2022-06-18 15:21:23.177;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11612700;-2.93742800;-96;-16;162;UMTS;Telkomsel;10638
2022-06-18 15:21:23.779;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11597800;-2.93743500;-97;-17;162;UMTS;Telkomsel;10638
2022-06-18 15:21:24.299;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11592800;-2.93743700;-98.669;-18.085;162;UMTS;Telkomsel;10638
2022-06-18 15:21:24.781;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11592800;-2.93743700;-96.795;-15.852;162;UMTS;Telkomsel;10638
2022-06-18 15:21:25.303;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11588100;-2.93744000;-98.564;-17.53;162;UMTS;Telkomsel;10638
2022-06-18 15:21:25.783;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11583300;-2.93744200;-97.35;-15.407;162;UMTS;Telkomsel;10638
2022-06-18 15:21:26.004;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11583300;-2.93744200;-97.35;-15.407;162;UMTS;Telkomsel;10638
2022-06-18 15:21:26.306;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11573800;-2.93745000;-99.507;-16.543;162;UMTS;Telkomsel;10638
2022-06-18 15:21:26.908;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11569200;-2.93745400;-98.186;-15.669;162;UMTS;Telkomsel;10638
2022-06-18 15:21:27.386;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11564500;-2.93745700;-99.765;-17.198;162;UMTS;Telkomsel;10638
2022-06-18 15:21:27.909;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11559700;-2.93746100;-95.384;-14.469;162;UMTS;Telkomsel;10638
2022-06-18 15:21:28.387;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11554800;-2.93746500;-98.009;-14.82;162;UMTS;Telkomsel;10638
2022-06-18 15:21:28.911;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11554800;-2.93746500;-97.453;-15.382;162;UMTS;Telkomsel;10638
2022-06-18 15:21:29.388;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11545300;-2.93747700;-98.991;-15.683;162;UMTS;Telkomsel;10638
2022-06-18 15:21:29.913;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11540500;-2.93748100;-98.285;-15.387;162;UMTS;Telkomsel;10638
2022-06-18 15:21:30.389;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11535700;-2.93748500;-99.134;-16.954;162;UMTS;Telkomsel;10638
2022-06-18 15:21:30.915;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11535700;-2.93748500;-97.323;-14.729;162;UMTS;Telkomsel;10638
2022-06-18 15:21:31.390;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11526300;-2.93749700;-98.405;-15.781;162;UMTS;Telkomsel;10638
2022-06-18 15:21:31.917;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11521700;-2.93750100;-99.473;-16.405;162;UMTS;Telkomsel;10638
2022-06-18 15:21:32.392;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11517000;-2.93750500;-99.389;-16.541;162;UMTS;Telkomsel;10638
2022-06-18 15:21:32.918;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11512400;-2.93751000;-99.976;-16.994;162;UMTS;Telkomsel;10638
2022-06-18 15:21:33.393;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11507700;-2.93751500;-99.478;-17.134;162;UMTS;Telkomsel;10638
2022-06-18 15:21:33.920;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11507700;-2.93751500;-99.908;-18.196;162;UMTS;Telkomsel;10638
2022-06-18 15:21:34.395;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11498500;-2.93752300;-99.851;-17.881;162;UMTS;Telkomsel;10638
2022-06-18 15:21:34.921;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11494100;-2.93752700;-99.479;-16.39;162;UMTS;Telkomsel;10638
2022-06-18 15:21:35.396;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11489700;-2.93753000;-98.532;-17.285;162;UMTS;Telkomsel;10638
2022-06-18 15:21:35.923;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11489700;-2.93753000;-99.955;-18.649;162;UMTS;Telkomsel;10638
2022-06-18 15:21:36.396;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11480700;-2.93754200;-100.873;-18.363;162;UMTS;Telkomsel;10638
2022-06-18 15:21:36.455;BP3_DT_01_DATA TEST;2022-06-18-15-15-03-3211-1402-1525-5443-S.mf;115.11480700;-2.93754200;-100.873;-18.363;162;UMTS;Telkomsel;10638
2022-06-18 15:24:12.473;BP3_DT_04_SMS ON NET;2022-06-18-15-23-40-3241-1402-1515-4224-S.mf;115.09976200;-2.93749700;-117;-23;170;UMTS;Smartfren;10638
